DATE,OPEN,HIGH,LOW,CLOSING PRICE,VOLUME
8/6/2015,9741,9741,9568,9597,998530
8/5/2015,9539,9770,9510,9713,1060620
8/4/2015,9395,9626,9337,9424,1265820
8/3/2015,9250,9510,9106,9395,2856040
7/31/2015,9684,9741,9395,9395,2290540
7/30/2015,9626,9857,9597,9713,1406650
7/29/2015,9828,10002,9655,9655,3160500
7/28/2015,10291,10377,9915,9915,2009060
7/27/2015,10117,10377,10117,10291,2494670
7/24/2015,9568,10088,9568,10002,3303290
7/23/2015,9770,9857,9539,9568,1735250
7/22/2015,9106,9684,9106,9684,5205670
7/21/2015,8816,9077,8816,9077,2946070
7/20/2015,8701,8816,8556,8816,1390780
7/17/2015,8759,8932,8701,8730,2675200
7/16/2015,8238,8585,8181,8556,1582160
7/15/2015,8470,8499,8267,8267,1505280
7/14/2015,8296,8585,8152,8441,2452200
7/13/2015,8383,8499,8267,8296,1169610
7/10/2015,8527,8527,8354,8354,1448380
7/9/2015,8556,8585,8412,8441,2007281
7/8/2015,8701,8816,8556,8614,1753620
7/7/2015,8499,8874,8383,8701,2857450
7/6/2015,8296,8527,8296,8499,1864540
7/3/2015,8296,8383,8267,8296,1073110
7/2/2015,8152,8296,8094,8267,1122420
7/1/2015,8354,8383,8094,8152,1078850
6/30/2015,8065,8354,8036,8354,3628620
6/29/2015,7891,8094,7891,8094,8155590
6/26/2015,7920,8094,7863,7891,726400
6/25/2015,8007,8065,7920,7920,898180
6/24/2015,8065,8152,8036,8065,1042290
6/23/2015,8007,8238,8007,8152,1172550
6/22/2015,8065,8065,7978,8036,524900
6/19/2015,8152,8181,7949,7949,2592640
6/18/2015,8296,8296,8123,8181,917580
6/17/2015,8296,8325,8181,8209,4581070
6/16/2015,8325,8527,8267,8354,2106050
6/15/2015,8267,8325,8209,8296,2242040
6/12/2015,8325,8412,8209,8267,1633800
