DATE,OPEN,HIGH,LOW,CLOSING PRICE,VOLUME
11/1/2017,48427,48592,48096,48427,1443760
10/31/2017,48179,48592,47683,48344,1225710
10/30/2017,47435,48344,47187,47931,1520110
10/27/2017,46113,47435,45617,47105,2475607
10/26/2017,45700,45783,43799,45700,1424800
10/25/2017,45865,45948,45452,45700,639470
10/24/2017,45865,46113,45204,45865,1015940
10/23/2017,45783,45948,45452,45783,1042390
10/20/2017,45452,46113,45121,45700,1699930
10/19/2017,45369,45617,45039,45452,652270
10/18/2017,45700,46030,45369,45369,645210
10/17/2017,45287,46113,45039,45700,611740
10/16/2017,46278,46444,45121,45121,1164490
10/13/2017,45039,46278,44956,46278,1184690
10/12/2017,45039,46113,44543,45452,955520
10/11/2017,43138,45369,43138,45369,1820720
10/10/2017,42560,43138,41898,43138,1812200
10/9/2017,43303,43303,42394,42973,655850
10/6/2017,43551,43717,43221,43469,1246450
10/5/2017,43055,43964,42973,43551,1639860
10/4/2017,42477,42973,42312,42973,1930800
10/3/2017,42229,43386,42229,42229,2940110
10/2/2017,42312,42394,42064,42146,719100
9/29/2017,41733,42312,41733,42312,771460
9/28/2017,42477,42808,41981,41981,1068972
9/27/2017,41155,42560,41155,42229,1612010
9/26/2017,40494,41279,40328,40824,1097210
9/25/2017,40494,40742,40328,40494,991050
9/22/2017,40659,41072,39915,40576,635450
9/21/2017,40494,40576,39709,40576,642630
9/20/2017,40576,40618,40246,40494,796160
9/19/2017,40494,40742,40370,40576,677170
9/18/2017,40411,40824,40328,40494,309400
9/15/2017,39832,40907,39832,40411,6017470
9/14/2017,39295,41320,39295,40618,1038060
9/13/2017,40742,40783,39667,39750,983030
9/12/2017,40163,40742,40163,40742,1870517
9/11/2017,41651,41651,40742,40742,678430
9/8/2017,41320,42394,40783,41816,1737650
9/7/2017,41320,41320,40824,41279,537460
9/6/2017,41485,41485,40494,41320,1044140
9/5/2017,41237,41568,40989,41485,1362130
9/1/2017,40246,41237,40246,40824,613910
8/31/2017,40494,41816,40080,40494,1464890
8/30/2017,38056,40659,38056,40659,1588730
8/29/2017,37519,38180,37147,38056,1201820
8/28/2017,36816,37601,36444,37601,815250
8/25/2017,35990,36981,35990,36816,625340
8/24/2017,35948,36320,35783,35990,391490
8/23/2017,35742,35783,35370,35783,141920
8/22/2017,35205,35535,35205,35370,219070
8/21/2017,34957,35453,34957,35453,567760
8/18/2017,35329,35618,35039,35329,673350
8/17/2017,35535,35535,35039,35329,334020
8/16/2017,35122,35411,35039,35370,259540
8/15/2017,35866,35948,35122,35205,388640
8/14/2017,35948,35990,35700,35948,227890
8/11/2017,35700,36114,35453,35948,1908134
8/10/2017,35948,36196,35535,35700,178660
8/9/2017,36610,37188,35948,35948,791591
8/8/2017,36775,37105,36775,37105,655500
8/7/2017,36816,36857,36610,36775,342670
8/4/2017,36857,37105,36692,36816,3875068
8/3/2017,36527,37023,36362,36692,481890
8/2/2017,36279,36775,36279,36692,388850
8/1/2017,36775,36775,36362,36692,404610
7/31/2017,36031,36775,35948,36775,1244560
7/28/2017,34957,35453,34709,35453,431700
7/27/2017,34791,35205,34791,34957,414580
7/26/2017,34709,35205,34544,35205,708260
7/25/2017,34544,34791,34544,34709,193720
7/24/2017,35081,35081,34626,34874,2613118
7/21/2017,34791,35081,34420,35081,563380
7/20/2017,34709,35039,34544,35039,259280
7/19/2017,35122,35122,34667,34709,1940160
7/18/2017,34296,34957,34296,34957,1833930
7/17/2017,35122,35122,34544,35039,2110210
7/14/2017,35205,35205,34874,35205,355150
7/13/2017,35205,35205,34626,35205,552600
7/12/2017,35081,35205,34709,35205,459760
7/11/2017,33965,34791,33965,34791,2063870
7/10/2017,34957,34957,33882,33965,555810
7/7/2017,35246,35287,34709,34709,238900
7/6/2017,35122,35122,34709,35039,324260
7/5/2017,34957,35039,34420,34709,1916780
7/4/2017,34874,34957,34296,34709,938440
7/3/2017,35287,35287,34874,34957,537620
6/30/2017,35205,35287,34915,35287,452240
6/29/2017,35370,35370,34957,34998,171730
6/28/2017,35205,35205,34915,35081,240730
6/27/2017,35370,35370,35122,35205,282700
6/26/2017,34750,35494,34750,35370,579860
6/23/2017,34544,34791,34544,34750,692090
6/22/2017,35246,35287,34791,34791,394210
6/21/2017,34957,35370,34667,35370,556290
6/20/2017,35700,35700,34957,34957,495170
6/19/2017,35122,35618,34998,35618,756020
6/16/2017,35411,35535,35039,35535,3660640
6/15/2017,34378,34957,34378,34957,951160
6/14/2017,35535,35618,34048,34296,1835800
6/13/2017,35163,35535,34915,35535,6424008
6/12/2017,34544,34998,34378,34998,1150090
6/9/2017,34213,34544,34213,34378,538240
6/8/2017,33965,34544,33634,34130,702230
6/7/2017,33593,33882,33593,33882,494480
6/6/2017,33676,33676,33511,33593,439540
6/5/2017,33469,33593,33263,33552,17758261
6/2/2017,33511,33593,33387,33552,630520
6/1/2017,33469,33593,33263,33511,710890
5/31/2017,33304,33634,33221,33263,17993970
5/30/2017,33304,33552,33263,33263,665930
5/29/2017,33469,33676,33056,33593,784880
5/26/2017,33139,33469,33056,33469,724620
5/25/2017,33304,33469,33015,33097,1822220
5/24/2017,33758,33841,33387,33469,1407180
5/23/2017,34048,34048,33717,33758,799020
5/22/2017,33717,34213,33717,34048,825830
5/19/2017,34130,34130,33634,33800,645030
5/18/2017,34130,34461,33924,34130,815460
5/17/2017,34130,34461,34006,34130,538140
5/16/2017,33882,34296,33717,34296,1007010
5/15/2017,33469,34130,33304,33800,655580
5/12/2017,33387,33552,33304,33469,372820
5/11/2017,33469,33758,33428,33469,861350
5/11/2017,33469,33758,33428,33469,861350
5/10/2017,33511,33717,33387,33428,722530
5/9/2017,33387,33800,33304,33676,579970
5/8/2017,33387,33511,33180,33387,2702395
5/5/2017,33304,33387,33139,33387,518030
5/4/2017,33511,33511,33139,33304,695060
5/3/2017,33965,33965,33304,33469,330500
4/28/2017,33469,33800,33387,33800,868180
4/27/2017,33387,33882,33387,33800,532960
4/26/2017,33387,33469,33139,33387,418510
4/25/2017,33056,33469,33056,33345,291630
4/24/2017,33304,33800,32767,33056,422960
4/21/2017,33221,34089,33221,33469,473170
4/20/2017,34296,34378,33469,33552,4119493
4/19/2017,34461,34461,34254,34296,1161170
4/18/2017,34296,34709,34130,34461,420640
4/17/2017,34502,34709,33676,34502,1303790
4/14/2017,34874,34998,34461,34502,700080
4/13/2017,34750,35329,34750,35039,860710
4/12/2017,35163,35453,34709,34750,660120
4/11/2017,34791,35494,34791,35163,1211260
4/10/2017,34709,35122,34626,35039,949330
4/7/2017,34378,34709,34296,34709,370920
4/5/2017,34709,34791,34378,34378,576535
4/4/2017,34461,34709,34337,34709,529490
4/3/2017,34626,34709,34296,34296,623430
3/31/2017,34791,34998,34544,34544,604220
3/30/2017,34957,34998,34709,34874,665180
3/29/2017,34957,35039,34709,34874,732520
3/28/2017,34998,34998,34709,34709,710950
3/27/2017,34791,35039,34709,34998,1056690
3/24/2017,34957,35081,34833,34998,1562480
3/23/2017,34420,35205,34420,35122,1028940
3/22/2017,34254,35039,34254,34420,1495860
3/21/2017,36196,36196,33882,34254,6736840
3/20/2017,36610,36775,35783,35783,1170670
3/17/2017,36527,37023,36196,36196,1070220
3/16/2017,35700,36362,35700,36362,192350
3/15/2017,36444,36527,35783,35948,557540
3/14/2017,36527,36775,36403,36403,370080
3/13/2017,36857,36940,36527,36527,362880
3/10/2017,36403,36940,36362,36527,841330
3/9/2017,36775,36775,36527,36527,271170
3/8/2017,37064,37064,36362,36775,554530
3/7/2017,36981,37436,36857,37064,238620
3/6/2017,37105,37519,36857,36981,366910
3/3/2017,36733,37105,36610,36775,290560
2/28/2017,38180,38180,37188,37188,1009600
2/27/2017,37436,38428,37436,37973,788600
2/24/2017,37395,38014,37105,37395,508290
2/23/2017,37766,38014,37188,37395,584670
2/22/2017,38262,38676,37601,37766,885490
2/21/2017,37436,38841,37436,38386,1391740
2/20/2017,36196,37519,35783,37436,804050
2/17/2017,36444,36444,36031,36362,692670
2/16/2017,36775,36940,36362,36362,871460
2/15/2017,35205,36940,35205,36775,2270860
2/14/2017,35205,35411,35081,35163,496140
2/13/2017,35122,35205,34957,35122,316160
2/10/2017,35205,35329,34750,35122,834560
2/9/2017,35370,35411,35163,35246,282170
2/8/2017,35453,35453,35287,35329,334800
2/7/2017,35039,35370,34874,35370,794850
2/6/2017,35122,35205,34709,35039,473180
2/3/2017,35122,35122,34667,34709,479860
2/2/2017,34957,35411,34957,35122,390520
1/25/2017,34626,34709,34296,34709,788030
1/24/2017,34874,34874,34296,34296,539560
1/23/2017,34874,34874,34461,34709,729750
1/20/2017,34833,34874,34585,34709,714290
1/19/2017,34791,34957,34544,34709,1160620
1/18/2017,34957,35246,34791,34791,743470
1/17/2017,35535,35535,34957,35246,662430
1/16/2017,35783,35783,35411,35411,249960
1/13/2017,35577,35907,35494,35783,506040
1/12/2017,35700,35783,35411,35535,518850
1/11/2017,35453,35907,35205,35535,415040
1/10/2017,35700,35783,35411,35453,459520
1/9/2017,35783,35948,35700,35700,459010
1/6/2017,35039,35948,34998,35618,850050
1/5/2017,34626,35039,34626,34957,359450
1/4/2017,34378,34750,34378,34750,314110
1/3/2017,34709,34709,34378,34378,321500
12/30/2016,34378,34709,34378,34709,704400
12/29/2016,34378,34750,34378,34626,386900
12/28/2016,35081,35081,34337,34378,1112890
12/27/2016,34791,35246,34709,34957,260080
12/26/2016,34874,34874,34626,34709,9408145
12/23/2016,34378,34791,34378,34791,282360
12/22/2016,34378,34791,34172,34709,667670
12/21/2016,34585,34585,34130,34213,866850
12/20/2016,35246,35535,34585,34585,926460
12/19/2016,35205,35783,35205,35370,620190
12/16/2016,34709,35122,34172,35122,6137750
12/15/2016,34957,35039,34585,34709,411520
12/14/2016,34709,35122,34378,35081,853910
12/13/2016,34709,34709,33965,34709,1231230
12/8/2016,34296,34709,34296,34709,713700
12/7/2016,34461,34791,33758,34709,981090
12/6/2016,34626,34626,33841,34461,563020
12/5/2016,34709,34833,34213,34667,702940
12/2/2016,34296,34874,34296,34709,2726757
12/1/2016,34791,34874,34296,34709,701120
11/30/2016,33924,34709,33387,34709,1495010
11/29/2016,35122,35122,34296,34296,1186930
11/28/2016,34544,35122,33965,35122,1107530
11/25/2016,34957,35122,34296,35122,1651400
11/24/2016,35287,35287,34750,35122,619360
11/23/2016,35205,35370,35163,35287,286930
11/22/2016,35039,35287,35039,35205,261260
11/21/2016,35122,35205,34874,35205,326180
11/18/2016,35535,35535,34957,35205,376190
11/17/2016,35205,35370,34750,35287,993910
11/16/2016,35329,35783,35205,35287,465120
11/15/2016,35535,35948,35163,35329,1084159
11/14/2016,36114,37023,35453,35453,1412440
11/11/2016,35370,36362,34998,36362,1006070
11/10/2016,35370,35535,35205,35370,254060
11/9/2016,35453,35453,34709,35122,846210
11/8/2016,35287,35453,35205,35370,351360
11/7/2016,35039,35411,34957,35329,195260
11/4/2016,34709,35287,34709,35039,166620
11/3/2016,34791,35370,34585,35039,488460
11/2/2016,35370,35700,34957,34957,5575872
11/1/2016,35122,35411,35122,35329,307880
10/31/2016,35122,35742,34957,35122,980500
10/28/2016,35370,35700,35205,35411,711780
10/27/2016,35039,35453,34709,35370,1053560
10/26/2016,35039,35370,34709,35081,434490
10/25/2016,35039,35411,34957,35287,3867669
10/24/2016,35535,35535,35122,35535,9888789
10/21/2016,35783,35783,35287,35535,9159987
10/20/2016,36031,36031,35535,35783,9301129
10/19/2016,35411,36196,35287,36196,19812910
10/18/2016,35535,35535,35122,35453,14491500
10/17/2016,35535,35618,35287,35535,542930
10/14/2016,35411,35866,35039,35535,11299118
10/13/2016,35122,35618,34626,35535,5206420
10/12/2016,34791,35370,34791,34874,365010
10/11/2016,34874,35122,34461,34791,7899126
10/10/2016,35700,35700,34709,34791,286190
10/7/2016,35535,35866,35039,35370,250280
10/6/2016,36196,36196,35205,35287,6747233
10/5/2016,36610,36775,36114,36196,254440
10/4/2016,35535,36362,35370,36362,446930
10/3/2016,36775,36775,35535,35535,6938142
9/30/2016,36775,37023,35122,36775,170270
9/29/2016,36899,37147,36857,37147,218130
9/28/2016,37601,37601,36362,36899,2471388
9/27/2016,37105,37973,36940,37973,658260
9/26/2016,36651,37188,36114,36940,420940
9/23/2016,36444,36651,36362,36651,464830
9/22/2016,36114,36692,36114,36362,1031190
9/21/2016,35535,36279,35205,36114,739790
9/20/2016,34461,35535,34254,35205,779080
9/19/2016,35535,35535,34709,34957,477860
9/16/2016,33634,35535,33634,35535,2866190
9/15/2016,33469,34213,33056,34048,824280
9/14/2016,33392,33392,32583,32583,801730
9/13/2016,33392,33662,33055,33122,1340403
9/12/2016,33730,33730,32987,33595,6317128
9/9/2016,32718,32987,32515,32920,1081340
9/8/2016,32380,32380,32110,32245,593850
9/7/2016,32448,32448,31976,32043,515100
9/6/2016,32583,32650,32313,32313,848070
9/5/2016,32448,32448,32110,32313,723060
9/1/2016,32515,32583,32110,32380,549770
8/31/2016,32380,32718,32313,32448,4403630
8/30/2016,32380,32650,32043,32448,633880
8/29/2016,32380,32853,32380,32380,858310
8/26/2016,32380,32583,32313,32380,240700
8/25/2016,32718,32718,32245,32583,2962627
8/24/2016,32718,32920,32583,32718,478690
8/23/2016,31503,32718,31301,32718,1787820
8/22/2016,32380,32380,31503,31638,1594810
8/19/2016,32380,32650,31841,32178,5406345
8/18/2016,32987,32987,32178,32313,1935719
8/17/2016,32313,32853,31706,32313,1763870
8/16/2016,33055,33055,32043,32313,1691880
8/15/2016,33055,33055,32718,33055,543500
8/12/2016,33392,33392,32785,33055,1251560
8/11/2016,32785,33190,32515,33055,1992870
8/10/2016,30829,32785,30829,32785,2882080
8/9/2016,30019,30896,30019,30694,827360
8/8/2016,30154,30694,28063,30154,3019390
8/5/2016,31368,31908,30019,30154,1844020
8/4/2016,33392,33460,32043,32043,1293330
8/3/2016,33730,34067,33055,33257,1214100
8/2/2016,34067,35079,34067,34404,1473350
8/1/2016,34741,35079,34067,34741,460650
7/29/2016,35416,35416,34404,34404,359260
7/28/2016,34741,35753,34404,35416,1820975
7/27/2016,34067,34404,33730,34404,3167259
7/26/2016,34067,34404,33595,34067,266140
7/25/2016,34067,34404,33730,34067,148890
7/22/2016,34067,34404,33460,33730,628770
7/21/2016,34067,34741,33662,34067,622420
7/20/2016,35079,35416,33730,33730,1193970
7/19/2016,36428,36765,34067,35079,1550450
7/18/2016,36765,36765,36091,36428,1201020
7/15/2016,36428,36765,35753,36765,533250
7/14/2016,37102,37440,36091,36091,973530
7/13/2016,35416,37102,35416,37102,3078540
7/12/2016,34404,35079,34404,35079,1001810
7/11/2016,34741,35079,34067,34404,1125350
7/8/2016,35079,35079,34404,34741,718620
7/7/2016,34741,35079,34067,34741,640510
7/6/2016,34404,34741,34067,34404,528660
7/5/2016,34741,35416,34404,34404,599190
7/4/2016,34741,35079,34404,34404,459790
7/1/2016,34067,34741,33662,34404,888200
6/30/2016,32718,34404,32515,33325,814400
6/29/2016,32178,32718,32178,32380,713210
6/28/2016,32650,32650,32178,32178,414530
6/27/2016,32380,32987,32313,32650,527320
6/24/2016,32210,32210,30022,31602,1143290
6/23/2016,32210,32514,31906,32210,291630
6/22/2016,32818,32818,31906,31906,464600
6/21/2016,32818,33122,32514,32818,333390
6/20/2016,31906,32818,31602,32514,302670
6/17/2016,32210,32514,31602,31602,3234450
6/16/2016,32514,32818,32210,32514,655360
6/15/2016,32818,33122,32210,32514,511910
6/14/2016,31906,32514,31906,32514,324210
6/13/2016,32514,32514,31906,31906,4359847
6/10/2016,33122,33426,32818,32818,170630
6/9/2016,33122,33426,32818,33122,113090
6/8/2016,33122,34033,32818,33122,1214310
6/7/2016,32514,33122,32514,33122,401370
6/6/2016,32818,33122,32210,32514,295810
6/3/2016,32514,32818,32210,32818,645410
6/2/2016,32514,32818,32210,32514,776870
6/1/2016,32210,32514,31906,32514,469570
5/31/2016,32514,32818,31906,31906,4140260
5/30/2016,31602,32818,31602,32514,1078090
5/27/2016,30995,31602,30995,31299,417106
5/26/2016,31602,31602,30691,30995,611130
5/25/2016,31602,31906,31299,31602,283630
5/24/2016,32210,32210,31299,31602,1729240
5/23/2016,31602,31602,30691,31602,1410160
5/20/2016,32514,32818,31299,31299,5276390
5/19/2016,33122,33122,32210,32514,4601501
5/18/2016,33122,33122,32514,32514,5818250
5/17/2016,33729,33729,33122,33122,518280
5/16/2016,32514,33729,32210,33426,1283650
5/13/2016,32514,32818,32210,32514,883830
5/12/2016,32818,33122,32514,32514,469130
5/11/2016,31602,32514,31602,32514,1735178
5/10/2016,31602,31602,30995,31602,3755562
5/9/2016,32210,32210,31602,31602,5502043
5/6/2016,31602,31906,31602,31906,906360
5/5/2016,31299,32210,31299,31299,617680
5/4/2016,31299,31906,30995,30995,961640
4/29/2016,31906,32210,31602,31906,4982450
4/28/2016,32210,32514,31602,31602,601580
4/27/2016,33426,33426,31602,32210,974580
4/26/2016,31906,33122,31906,32818,12852384
4/25/2016,33729,34033,31906,31906,1404690
4/22/2016,31299,33426,31299,33122,1729690
4/21/2016,31299,31906,30691,31299,1196330
4/20/2016,30205,30995,30205,30691,2572217
4/19/2016,31602,31602,30205,30205,1057604
4/15/2016,31906,33122,31602,31602,1549470
4/14/2016,31299,33122,31299,31906,1460943
4/13/2016,31299,32210,30691,31602,1538712
4/12/2016,31602,31906,30995,31602,17803020
4/11/2016,28868,30691,28868,30691,1486260
4/8/2016,28685,28928,28503,28868,750280
4/7/2016,28928,28989,28624,28685,439730
4/6/2016,28624,28928,28503,28928,11540863
4/5/2016,28624,28746,28260,28624,13642855
4/4/2016,28746,28746,28442,28624,351710
4/1/2016,28685,28807,28442,28685,2908420
3/31/2016,28199,28928,28199,28685,8170430
3/30/2016,27895,28564,27895,28564,2291640
3/29/2016,28564,28807,28321,28442,1482760
3/28/2016,28017,28442,27895,28381,970660
3/25/2016,27348,27956,27348,27834,1257200
3/24/2016,27591,27652,27348,27409,560060
3/23/2016,27348,27713,27105,27591,2398470
3/22/2016,27470,27713,27287,27652,781900
3/21/2016,27166,27713,27166,27470,3942980
3/18/2016,27348,27409,26801,26801,5523540
3/17/2016,27470,27531,27287,27348,1126503
3/16/2016,27166,27287,27105,27105,514143
3/15/2016,27591,27956,27227,27348,1073480
3/14/2016,27409,27652,27348,27591,379856
3/11/2016,28260,28260,27591,27591,560370
3/10/2016,28260,28442,28199,28260,575310
3/9/2016,28260,28503,28260,28260,1223530
3/8/2016,27713,28199,27713,28199,1079780
3/7/2016,27834,28260,27652,27834,557500
3/4/2016,27591,27956,27470,27834,802550
3/3/2016,27470,27652,27348,27591,491450
3/2/2016,26984,27409,26862,27348,560340
3/1/2016,26984,27105,26497,26801,956870
2/29/2016,27348,27348,26801,26801,259290
2/26/2016,27713,27834,27166,27348,1344544
2/25/2016,27652,27895,27591,27652,528840
2/24/2016,27591,27895,27409,27591,635590
2/23/2016,27470,28138,27470,27713,1318590
2/22/2016,27409,27470,27105,27470,815490
2/19/2016,27895,27895,26923,27409,1393710
2/18/2016,27956,28078,27774,27956,773570
2/17/2016,28138,28138,27652,27652,573090
2/16/2016,28078,28078,27652,27713,392060
2/15/2016,28260,28321,27652,27652,1076060
2/5/2016,28199,28564,28199,28321,895260
2/4/2016,28564,28868,28564,28564,1832620
2/3/2016,28381,28564,27956,28564,1102250
2/2/2016,28381,28685,28381,28564,3517260
2/1/2016,28685,29111,28564,28564,1133280
1/29/2016,29293,29293,28685,28928,2231860
1/28/2016,28564,29354,28564,29354,5582880
1/27/2016,28868,28928,28503,28868,3534960
1/26/2016,29171,29415,28746,29171,1779070
1/25/2016,29475,29475,29171,29354,1960040
1/22/2016,29050,29840,29050,29354,1722160
1/21/2016,28989,29171,28746,29050,2357970
1/20/2016,28624,29171,28624,28807,1951650
1/19/2016,28685,29232,28685,28868,855110
1/18/2016,28442,28928,27348,28868,2516720
1/15/2016,29232,29232,28807,28868,1131360
1/14/2016,28685,29293,28685,29171,2616100
1/13/2016,29171,29171,28685,29111,2043030
1/12/2016,29354,29415,28928,29171,1030900
1/11/2016,29171,29840,28928,29354,1591300
1/8/2016,28868,29171,28564,29171,1641950
1/7/2016,28442,29293,28260,29171,2852010
1/6/2016,28807,29111,28381,28868,2001950
1/5/2016,28564,28989,28442,28868,2480100
1/4/2016,27713,28868,27470,28868,4809120
12/31/2015,27652,27956,27409,27774,3361900
12/30/2015,27409,27956,26740,27956,3236200
12/29/2015,26437,27652,26133,27652,3005940
12/28/2015,25768,26558,25768,26437,1494140
12/25/2015,25707,25829,25525,25768,643448
12/24/2015,25464,25586,25343,25525,672060
12/23/2015,25039,25464,25039,25343,797670
12/22/2015,25221,25403,25160,25282,391380
12/21/2015,24917,25221,24917,25221,522360
12/18/2015,25464,25586,24310,24310,2466150
12/17/2015,25525,25707,25403,25464,635650
12/16/2015,25403,25707,25282,25343,522330
12/15/2015,25039,25343,25039,25221,1376440
12/14/2015,25221,25282,24978,25100,769150
12/11/2015,25100,25282,25100,25221,680860
12/10/2015,25403,25707,25100,25100,9622480
12/9/2015,25768,26376,25403,25403,1626520
12/8/2015,25586,25890,25403,25768,778590
12/7/2015,25768,25768,25525,25707,974567
12/4/2015,25890,26072,25647,25707,624530
12/3/2015,25890,26072,25829,26011,417700
12/2/2015,26133,26315,25890,25890,823660
12/1/2015,26072,26133,25950,26011,573841
11/30/2015,25707,26011,25647,26011,942170
11/27/2015,26194,26254,25829,25890,645100
11/26/2015,26376,26376,26194,26254,236160
11/25/2015,26315,26437,26072,26376,841660
11/24/2015,26558,26619,26315,26376,478700
11/23/2015,26497,26680,26497,26558,563750
11/20/2015,26558,26680,26376,26558,679170
11/19/2015,26680,26680,26376,26376,1152330
11/18/2015,26497,26801,26315,26558,686870
11/17/2015,26437,26740,26315,26376,814300
11/16/2015,26680,26862,26376,26376,1007330
11/13/2015,26558,26923,26558,26923,5603549
11/12/2015,26619,26984,25950,26558,3719374
11/11/2015,27044,27227,26680,26801,1849430
11/10/2015,27227,27409,27044,27044,832570
11/9/2015,27531,27591,27227,27409,2022460
11/6/2015,27652,27834,27348,27409,860260
11/5/2015,27652,28017,27652,27652,765040
11/4/2015,28138,28442,27713,27713,1389650
11/3/2015,27348,27956,26923,27956,1349370
11/2/2015,27713,27834,27287,27348,1108090
10/30/2015,28017,28017,27531,27652,1867210
10/29/2015,26984,27956,26984,27956,3789240
10/28/2015,27044,27470,26984,26984,1220690
10/27/2015,26984,27227,26740,26984,694730
10/26/2015,27227,27774,27044,27044,2468930
10/23/2015,25890,26984,25890,26984,3208630
10/22/2015,25403,26011,25403,25829,478920
10/21/2015,25829,25829,25343,25343,578460
10/20/2015,25950,25950,25586,25647,806750
10/19/2015,26011,26011,25890,25950,341820
10/16/2015,25829,26011,25829,26011,368830
10/15/2015,25950,26011,25829,25829,539950
10/14/2015,26133,26133,25829,25829,1173050
10/13/2015,26194,26254,26011,26011,1294250
10/12/2015,26315,26497,26194,26254,974660
10/9/2015,26437,26680,26315,26315,2113630
10/8/2015,25829,26801,25829,26437,2457280
10/7/2015,25647,26194,25403,25829,2096590
10/6/2015,25525,25647,25403,25586,841260
10/5/2015,25282,25343,25221,25282,472330
10/2/2015,25282,25343,25160,25282,378770
10/1/2015,25464,25586,25282,25282,417940
9/30/2015,25464,25525,25343,25343,338130
9/29/2015,25343,25464,25160,25282,431390
9/28/2015,25586,25647,25343,25525,465240
9/25/2015,25768,25768,25464,25586,636970
9/24/2015,25950,25950,25768,25768,806470
9/23/2015,25829,25950,25768,25829,707360
9/22/2015,26072,26133,25890,26011,365500
9/21/2015,25768,26133,25647,26072,1158500
9/18/2015,25768,25829,25525,25525,7092380
9/17/2015,25525,25647,25343,25525,584840
9/16/2015,25343,25464,25282,25343,1295070
9/15/2015,25403,25403,25160,25343,1107630
9/14/2015,25525,25525,25282,25403,1227150
9/11/2015,25768,25768,25464,25525,1195540
9/10/2015,25343,25829,25039,25768,1474080
9/9/2015,25525,25525,25343,25464,514350
9/8/2015,25282,25464,25221,25343,680480
9/7/2015,25039,25464,24978,25282,933750
9/4/2015,25039,25221,24978,25221,716580
9/3/2015,25221,25221,24917,24978,1925210
9/1/2015,25221,25343,24735,25221,885510
8/31/2015,25343,25343,24796,25221,886190
8/28/2015,25160,25343,24796,25343,1150510
8/27/2015,24553,25100,24370,24917,1529370
8/26/2015,24127,24553,24066,24431,1642870
8/25/2015,23580,24370,23580,24370,2317730
8/24/2015,24370,24370,23033,24370,2934060
8/21/2015,24492,24674,23580,24370,3312020
8/20/2015,24796,25039,24370,24674,1142450
8/19/2015,25343,25343,24674,24796,787690
8/18/2015,24917,25343,24917,25343,674230
8/17/2015,25403,25707,24917,24917,868640
8/14/2015,25829,26072,25282,25403,1047490
8/13/2015,26194,26194,25768,25829,1141880
8/12/2015,26558,26558,26194,26194,915320
8/11/2015,26437,26558,26376,26558,1230250
8/10/2015,26133,26437,26133,26437,902880
8/7/2015,26194,26194,26072,26133,318890
8/6/2015,26133,26254,25950,26133,520170
8/5/2015,26194,26254,26011,26254,1494710
8/4/2015,26011,26194,25950,26133,710800
8/3/2015,25950,26376,25890,26194,8067340
7/31/2015,26072,26376,25950,26194,1473770
7/30/2015,26254,26376,26072,26194,871800
7/29/2015,26740,26801,26194,26254,1292676
7/28/2015,26862,27287,26619,26619,2746060
7/27/2015,26740,26923,26558,26740,1634930
7/24/2015,26984,26984,26497,26619,752000
7/23/2015,27044,27348,26801,26801,1096080
7/22/2015,26315,27105,26194,27044,1978850
7/21/2015,25829,26315,25829,26133,575410
7/20/2015,25950,26315,25768,25890,763460
7/17/2015,26133,26194,25829,25950,889510
7/16/2015,26133,26315,25950,26011,1311772
7/15/2015,26862,26862,26315,26437,1634580
7/14/2015,26558,26801,26558,26740,722320
7/13/2015,26923,26923,26740,26801,1259500
7/10/2015,26923,27105,26740,26923,1414490
7/9/2015,26133,27105,26011,26740,2189208
7/8/2015,26801,26801,26254,26437,1768750
7/7/2015,26984,27166,26801,26862,2610130
7/6/2015,27348,27409,26740,27105,1815530
7/3/2015,26984,27287,26923,27105,2057740
7/2/2015,26558,26680,26437,26680,1217760
7/1/2015,26740,26740,26133,26376,797910
6/30/2015,25829,26862,25829,26437,3529780
6/29/2015,25586,26315,25586,25950,1764630
6/26/2015,25121,25362,25121,25121,12753545
6/25/2015,25121,25604,24879,25362,1109400
6/24/2015,24879,25362,24879,25362,5361174
6/23/2015,24879,25362,24638,25121,9756440
6/22/2015,24879,25121,24638,24879,2132730
6/19/2015,24638,24879,24396,24638,5044200
6/18/2015,24396,24638,24396,24396,1779720
6/17/2015,24396,24879,24058,24396,653080
6/16/2015,24396,24638,24106,24396,739750
6/15/2015,25121,25121,24155,24396,850000
6/12/2015,23865,25121,23816,25121,2997570
